"","acad_year","county_code","district_code","school_code","county_name","district_name","school_name","reporting_category","lat","long","avg_days_absent","avg_days_absent_absolute","eligible_cumulative_enrollment","count_students_any_absence","total_days_absent","excused_absence_cnt","unexcused_absence_cnt","avg_max_temp","num_hot_day_35","num_hot_day_95","num_hot_day_35_95","num_hot_day_both"
"1","2021-22",1,10017,130419,"Alameda","Alameda County Office of Education","Alameda County Community","TA",37.658212,-122.09713,"43.0",41.5280898876404,"89","86","3696.0","560.0","728.0",18.8413423030866,0,10,10,0
"2","2021-22",1,10017,130401,"Alameda","Alameda County Office of Education","Alameda County Juvenile Hall/Court","TA",37.712878,-122.11173,"12.8",12.5648148148148,"108","106","1357.0","1067.0","288.0",18.8413423030866,0,10,10,0
"3","2021-22",1,10017,130625,"Alameda","Alameda County Office of Education","Alternatives in Action","TA",37.764464,-122.1954,"20.0",19.3793103448276,"174","169","3372.0","800.0","2572.0",18.8413423030866,0,10,10,0
"4","2021-22",1,10017,137448,"Alameda","Alameda County Office of Education","Aurum Preparatory Academy","TA",37.758631,-122.19604,"13.7",12.4943820224719,"178","162","2224.0","43.0","2161.0",18.8413423030866,0,10,10,0
"5","2021-22",1,10017,123968,"Alameda","Alameda County Office of Education","Community School for Creative Education","TA",37.784648,-122.23863,"25.2",25.218009478673,"211","211","5321.0","1904.0","3415.0",18.8413423030866,0,10,10,0
"6","2021-22",1,10017,136101,"Alameda","Alameda County Office of Education","Connecting Waters Charter - East Bay","TA",37.603623,-122.0253,"3.8",0.0924214417744917,"541","13","50.0","0.0","0.0",18.8413423030866,0,10,10,0
"7","2021-22",1,10017,6001788,"Alameda","Alameda County Office of Education","Cox Academy","TA",37.746513,-122.16182,"18.2",17.8876404494382,"534","526","9552.0","4111.0","4808.0",18.8413423030866,0,10,10,0
"8","2021-22",1,10017,112607,"Alameda","Alameda County Office of Education","Envision Academy for Arts & Technology","TA",37.80452,-122.26815,"22.5",21.760663507109,"422","409","9183.0","3298.0","5615.0",18.8413423030866,0,10,10,0
"9","2021-22",1,10017,138867,"Alameda","Alameda County Office of Education","Hayward Collegiate Charter","TA",37.648124,-122.08239,"8.1",7.82142857142857,"140","136","1095.0","97.0","997.0",18.8413423030866,0,10,10,0
"10","2021-22",1,10017,6002000,"Alameda","Alameda County Office of Education","Lazear Charter Academy","TA",37.776239,-122.23207,"14.5",14.0146443514644,"478","461","6699.0","4869.0","1735.0",18.8413423030866,0,10,10,0
"11","2021-22",1,10017,131581,"Alameda","Alameda County Office of Education","Oakland Unity Middle","TA",37.759123,-122.19094,"13.6",12.7345132743363,"113","106","1439.0","835.0","588.0",18.8413423030866,0,10,10,0
"12","2021-22",1,10017,136226,"Alameda","Alameda County Office of Education","Opportunity Academy","TA",37.65851,-122.09834,"39.3",27.1253644314869,"343","237","9304.0","10.0","0.0",18.8413423030866,0,10,10,0
"13","2021-22",1,10017,125567,"Alameda","Alameda County Office of Education","Urban Montessori Charter","TA",37.786794,-122.18817,"16.7",16.465564738292,"363","358","5977.0","2299.0","3183.0",18.8413423030866,0,10,10,0
"14","2021-22",1,10017,124172,"Alameda","Alameda County Office of Education","Yu Ming Charter","TA",37.847375,-122.28356,"3.3",2.36350148367953,"674","486","1593.0","937.0","653.0",18.8413423030866,0,10,10,0
"15","2021-22",1,61119,130609,"Alameda","Alameda Unified","Alameda Community Learning Center","TA",37.779051,-122.28703,"10.4",9.17260273972603,"365","321","3348.0","2333.0","978.0",18.8413423030866,0,10,10,0
"16","2021-22",1,61119,130229,"Alameda","Alameda Unified","Alameda High","TA",37.764958,-122.24593,"11.0",9.64801738185769,"1841","1615","17762.0","13366.0","4176.0",18.8413423030866,0,10,10,0
"17","2021-22",1,61119,106401,"Alameda","Alameda Unified","Alameda Science and Technology Institute","TA",37.780753,-122.2793,"6.9",5.55294117647059,"170","137","944.0","748.0","191.0",18.8413423030866,0,10,10,0
"18","2021-22",1,61119,6100374,"Alameda","Alameda Unified","Amelia Earhart Elementary","TA",37.745289,-122.23928,"8.8",8.13286713286713,"572","526","4652.0","3823.0","806.0",18.8413423030866,0,10,10,0
"19","2021-22",1,61119,6110779,"Alameda","Alameda Unified","Bay Farm","TA",37.738998,-122.25195,"7.5",6.48704663212435,"579","501","3756.0","3238.0","492.0",18.8413423030866,0,10,10,0
"20","2021-22",1,61119,6090013,"Alameda","Alameda Unified","Edison Elementary","TA",37.765083,-122.23421,"9.9",9.39955357142857,"448","426","4211.0","3136.0","1012.0",18.8413423030866,0,10,10,0
"21","2021-22",1,61119,132142,"Alameda","Alameda Unified","Encinal Junior/Senior High","TA",37.772765,-122.289,"12.9",11.6538461538462,"1144","1034","13332.0","8770.0","4324.0",18.8413423030866,0,10,10,0
"22","2021-22",1,61119,6090021,"Alameda","Alameda Unified","Frank Otis Elementary","TA",37.754029,-122.23799,"8.8",8.3703071672355,"586","556","4905.0","3866.0","973.0",18.8413423030866,0,10,10,0
"23","2021-22",1,61119,6090039,"Alameda","Alameda Unified","Franklin Elementary","TA",37.769036,-122.2616,"10.0",9.38356164383562,"292","273","2740.0","2314.0","421.0",18.8413423030866,0,10,10,0
"24","2021-22",1,61119,134304,"Alameda","Alameda Unified","Island High (Continuation)","TA",37.776017,-122.2819,"73.4",73.4295918367347,"98","98","7196.1","856.7","6286.5",18.8413423030866,0,10,10,0
"25","2021-22",1,61119,6090054,"Alameda","Alameda Unified","Lincoln Middle","TA",37.752242,-122.23276,"7.9",6.68540669856459,"836","707","5589.0","4633.0","879.0",18.8413423030866,0,10,10,0
"26","2021-22",1,61119,6090047,"Alameda","Alameda Unified","Love Elementary","TA",37.769332,-122.25106,"13.2",12.8411405295316,"491","477","6305.0","4803.0","1487.0",18.8413423030866,0,10,10,0
"27","2021-22",1,61119,139220,"Alameda","Alameda Unified","Maya Lin","TA",37.772663,-122.27145,"10.7",10.2582056892779,"457","438","4688.0","3961.0","691.0",18.8413423030866,0,10,10,0
"28","2021-22",1,61119,119222,"Alameda","Alameda Unified","Nea Community Learning Center","TA",37.779051,-122.28703,"11.4",10.9366197183099,"568","547","6212.0","3425.0","2712.0",18.8413423030866,0,10,10,0
"29","2021-22",1,61119,111765,"Alameda","Alameda Unified","Ruby Bridges Elementary","TA",37.781834,-122.28614,"20.2",20.0739957716702,"473","470","9495.0","6730.0","2692.0",18.8413423030866,0,10,10,0
"30","2021-22",1,61119,122085,"Alameda","Alameda Unified","The Academy of Alameda","TA",37.776497,-122.28582,"14.4",13.0853333333333,"375","341","4907.0","2994.0","1874.0",18.8413423030866,0,10,10,0
"31","2021-22",1,61119,6090112,"Alameda","Alameda Unified","Will C. Wood Middle","TA",37.763031,-122.26192,"15.3",13.7219662058372,"651","584","8933.0","5535.0","3169.0",18.8413423030866,0,10,10,0
"32","2021-22",1,61119,6090120,"Alameda","Alameda Unified","William G. Paden Elementary","TA",37.771566,-122.28446,"12.4",11.5171428571429,"350","325","4031.0","2972.0","1036.0",18.8413423030866,0,10,10,0
"33","2021-22",1,61127,130450,"Alameda","Albany City Unified","Albany High","TA",37.896661,-122.29257,"14.2",13.8553691275168,"1192","1165","16515.6","7849.4","7631.6",18.8413423030866,0,10,10,0
"34","2021-22",1,61127,6090161,"Alameda","Albany City Unified","Albany Middle","TA",37.897851,-122.2953,"8.9",8.49198520345253,"811","776","6887.0","4684.1","2070.5",18.8413423030866,0,10,10,0
"35","2021-22",1,61127,6090146,"Alameda","Albany City Unified","Cornell Elementary","TA",37.889826,-122.29518,"8.1",7.16695957820738,"569","502","4078.0","3385.0","685.0",18.8413423030866,0,10,10,0
"36","2021-22",1,61127,6095376,"Alameda","Albany City Unified","Marin Elementary","TA",37.888559,-122.28817,"8.9",7.98950131233596,"381","342","3044.0","2282.0","686.0",18.8413423030866,0,10,10,0
"37","2021-22",1,61127,6116222,"Alameda","Albany City Unified","Ocean View Elementary","TA",37.887539,-122.30092,"11.7",10.8559738134206,"611","565","6633.0","4411.0","1877.0",18.8413423030866,0,10,10,0
"38","2021-22",1,61143,6097729,"Alameda","Berkeley Unified","Berkeley Arts Magnet at Whittier","TA",37.876919,-122.27123,"7.2",6.36386768447837,"393","345","2501.0","2177.0","324.0",18.8413423030866,0,10,10,0
"39","2021-22",1,61143,131177,"Alameda","Berkeley Unified","Berkeley High","TA",37.868913,-122.2712,"9.6",8.49222797927461,"3281","2899","27863.0","21149.0","6705.0",18.8413423030866,0,10,10,0
"40","2021-22",1,61143,134924,"Alameda","Berkeley Unified","Berkeley Technology Academy","TA",37.85974,-122.27171,"23.2",22.6024096385542,"83","81","1876.0","801.0","1074.0",18.8413423030866,0,10,10,0
"41","2021-22",1,61143,6090195,"Alameda","Berkeley Unified","Cragmont Elementary","TA",37.892673,-122.26355,"10.6",10.3214285714286,"308","299","3179.0","1795.0","1384.0",18.8413423030866,0,10,10,0
"42","2021-22",1,61143,6090211,"Alameda","Berkeley Unified","Emerson Elementary","TA",37.86149,-122.25111,"12.1",11.5787671232877,"292","280","3381.0","2347.0","1034.0",18.8413423030866,0,10,10,0
"43","2021-22",1,61143,6105316,"Alameda","Berkeley Unified","John Muir Elementary","TA",37.857194,-122.24593,"12.0",11.4835164835165,"273","261","3135.0","1943.0","1192.0",18.8413423030866,0,10,10,0
"44","2021-22",1,61143,6090294,"Alameda","Berkeley Unified","Longfellow Arts and Technology Middle","TA",37.858687,-122.28,"9.2",7.69834710743802,"484","404","3726.0","3342.0","381.0",18.8413423030866,0,10,10,0
"45","2021-22",1,61143,6090286,"Alameda","Berkeley Unified","Malcolm X Elementary","TA",37.8522,-122.27373,"5.2",4.42105263157895,"475","406","2100.0","1536.0","564.0",18.8413423030866,0,10,10,0
"46","2021-22",1,61143,6056857,"Alameda","Berkeley Unified","Martin Luther King Middle","TA",37.881113,-122.277,"8.8",7.60545645330535,"953","825","7248.0","5217.0","1978.0",18.8413423030866,0,10,10,0
"47","2021-22",1,61143,6090302,"Alameda","Berkeley Unified","Oxford Elementary at West Campus","TA",37.869063,-122.28851,"13.4",12.703557312253,"253","239","3214.0","1227.0","1987.0",18.8413423030866,0,10,10,0
"48","2021-22",1,61143,6090187,"Alameda","Berkeley Unified","Rosa Parks Environmental Science","TA",37.865652,-122.29471,"11.4",10.9448621553885,"399","384","4367.0","2544.0","1823.0",18.8413423030866,0,10,10,0
"49","2021-22",1,61143,6090252,"Alameda","Berkeley Unified","Ruth Acty Elementary","TA",37.878921,-122.28521,"7.7",7.22474747474747,"396","371","2861.0","1870.0","991.0",18.8413423030866,0,10,10,0
"50","2021-22",1,61143,6090278,"Alameda","Berkeley Unified","Sylvia Mendez Elementary","TA",37.858258,-122.2617,"10.7",9.92924528301887,"424","393","4210.0","2510.0","1700.0",18.8413423030866,0,10,10,0
"51","2021-22",1,61143,6090310,"Alameda","Berkeley Unified","Thousand Oaks Elementary","TA",37.893082,-122.2804,"12.4",11.7606837606838,"351","333","4128.0","1829.0","2299.0",18.8413423030866,0,10,10,0
"52","2021-22",1,61143,6090328,"Alameda","Berkeley Unified","Washington Elementary","TA",37.866959,-122.27257,"10.7",10.2200488997555,"409","391","4180.0","2250.0","1930.0",18.8413423030866,0,10,10,0
"53","2021-22",1,61143,6056865,"Alameda","Berkeley Unified","Willard Middle","TA",37.859666,-122.25862,"9.0",8.20230263157895,"608","556","4987.0","3601.0","1304.0",18.8413423030866,0,10,10,0
"54","2021-22",1,31609,131755,"Alameda","California School for the Blind (State Special Schl)","California School for the Blind","TA",37.562576,-121.96563,"15.5",15.5373134328358,"67","67","1041.0","553.0","488.0",20.8748511047877,8,8,8,8
"55","2021-22",1,31617,131763,"Alameda","California School for the Deaf-Fremont (State Special Schl)","California School for the Deaf-Fremont","TA",37.558956,-121.96551,"15.8",14.8145896656535,"329","309","4874.0","2750.0","2038.0",20.8748511047877,8,8,8,8
"56","2021-22",1,61150,6097653,"Alameda","Castro Valley Unified","Canyon Middle","TA",37.705772,-122.05426,"12.6",11.1239414934565,"1299","1147","14450.0","10921.0","3424.0",18.8413423030866,0,10,10,0
"57","2021-22",1,61150,6090351,"Alameda","Castro Valley Unified","Castro Valley Elementary","TA",37.698047,-122.08102,"12.8",12.158953722334,"497","471","6043.0","5056.0","978.0",18.8413423030866,0,10,10,0
"58","2021-22",1,61150,132225,"Alameda","Castro Valley Unified","Castro Valley High","TA",37.705184,-122.07847,"11.0",9.38253338145074,"2771","2367","25999.0","18473.0","7287.0",18.8413423030866,0,10,10,0
"59","2021-22",1,61150,133876,"Alameda","Castro Valley Unified","Castro Valley Virtual Academy","TA",37.713501,-122.09222,"4.3",0.883333333333333,"420","86","371.0","286.0","71.0",18.8413423030866,0,10,10,0
"60","2021-22",1,61150,6090369,"Alameda","Castro Valley Unified","Chabot Elementary","TA",37.707084,-122.09012,"11.3",10.4814004376368,"457","425","4790.0","4297.0","493.0",18.8413423030866,0,10,10,0
"61","2021-22",1,61150,6090385,"Alameda","Castro Valley Unified","Creekside Middle","TA",37.699926,-122.06124,"10.3",8.67750325097529,"769","648","6673.0","5401.0","1239.0",18.8413423030866,0,10,10,0
"62","2021-22",1,61150,6090393,"Alameda","Castro Valley Unified","Independent Elementary","TA",37.699109,-122.04975,"11.6",11.0135135135135,"592","561","6520.0","5775.0","744.0",18.8413423030866,0,10,10,0
"63","2021-22",1,61150,6113005,"Alameda","Castro Valley Unified","Jensen Ranch Elementary","TA",37.713125,-122.03122,"9.8",8.85714285714286,"385","349","3410.0","2696.0","583.0",18.8413423030866,0,10,10,0
"64","2021-22",1,61150,6090401,"Alameda","Castro Valley Unified","Marshall Elementary","TA",37.697794,-122.06573,"12.8",11.8166666666667,"480","443","5672.0","4725.0","945.0",18.8413423030866,0,10,10,0
"65","2021-22",1,61150,6090419,"Alameda","Castro Valley Unified","Palomares Elementary","TA",37.695582,-122.0248,"13.8",13.4761904761905,"126","123","1698.0","1531.0","167.0",18.8413423030866,0,10,10,0
"66","2021-22",1,61150,6090435,"Alameda","Castro Valley Unified","Proctor Elementary","TA",37.716742,-122.07366,"9.8",8.88047138047138,"594","540","5275.0","4407.0","867.0",18.8413423030866,0,10,10,0
"67","2021-22",1,61150,135533,"Alameda","Castro Valley Unified","Redwood Continuation High","TA",37.7128,-122.09305,"31.6",29.9546052631579,"152","144","4553.1","1287.2","3245.7",18.8413423030866,0,10,10,0
"68","2021-22",1,61150,130047,"Alameda","Castro Valley Unified","Roy A. Johnson High","TA",37.713501,-122.09222,"54.5",52.25,"24","23","1254.0","108.0","1145.0",18.8413423030866,0,10,10,0
"69","2021-22",1,61150,6090468,"Alameda","Castro Valley Unified","Stanton Elementary","TA",37.699908,-122.09352,"13.5",12.8991935483871,"496","474","6398.0","5179.0","1218.0",18.8413423030866,0,10,10,0
"70","2021-22",1,61150,6090484,"Alameda","Castro Valley Unified","Vannoy Elementary","TA",37.706636,-122.05868,"10.9",10.1269430051813,"386","357","3909.0","3350.0","558.0",18.8413423030866,0,10,10,0
"71","2021-22",1,75093,136929,"Alameda","Dublin Unified","Cottonwood Creek","TA",37.710001,-121.84732,"8.4",7.58148893360161,"994","901","7536.0","5446.0","2067.0",20.8748511047877,8,8,8,8
"72","2021-22",1,75093,6001374,"Alameda","Dublin Unified","Dublin Elementary","TA",37.715023,-121.9365,"9.8",9.16265060240964,"830","779","7605.0","5596.0","2004.0",20.8748511047877,8,8,8,8
"73","2021-22",1,75093,132704,"Alameda","Dublin Unified","Dublin High","TA",37.720996,-121.92639,"8.4",6.89651128701261,"3411","2811","23524.0","18325.0","5092.0",20.8748511047877,8,8,8,8
"74","2021-22",1,75093,138164,"Alameda","Dublin Unified","Dublin Unified Transition Program","TA",37.709575,-121.92108,"20.8",19.9615384615385,"26","25","519.0","99.0","420.0",20.8748511047877,8,8,8,8
"75","2021-22",1,75093,125930,"Alameda","Dublin Unified","Eleanor Murray Fallon","TA",37.71566,-121.86589,"6.5",5.34826498422713,"1585","1313","8477.0","6348.0","2063.0",20.8748511047877,8,8,8,8
"76","2021-22",1,75093,6001390,"Alameda","Dublin Unified","Frederiksen Elementary","TA",37.715077,-121.92195,"10.9",10.4153627311522,"703","669","7322.0","5498.0","1810.0",20.8748511047877,8,8,8,8
"77","2021-22",1,75093,123935,"Alameda","Dublin Unified","Harold William Kolb","TA",37.71193,-121.8587,"10.6",9.79240162822252,"737","680","7217.0","5205.0","2009.0",20.8748511047877,8,8,8,8
"78","2021-22",1,75093,131615,"Alameda","Dublin Unified","J. M. Amador Elementary","TA",37.717296,-121.84565,"9.2",8.63991975927783,"997","933","8614.0","6404.0","2195.0",20.8748511047877,8,8,8,8
"79","2021-22",1,75093,6118038,"Alameda","Dublin Unified","James Dougherty Elementary","TA",37.71039,-121.88512,"9.7",8.09156626506024,"1245","1042","10074.0","6894.0","3180.0",20.8748511047877,8,8,8,8
"80","2021-22",1,75093,114579,"Alameda","Dublin Unified","John Green Elementary","TA",37.7181,-121.8615,"7.8",7.10606060606061,"726","658","5159.0","3671.0","1488.0",20.8748511047877,8,8,8,8
"81","2021-22",1,75093,6001424,"Alameda","Dublin Unified","Murray Elementary","TA",37.72154,-121.93298,"12.0",11.5826645264848,"623","600","7216.0","5245.0","1970.0",20.8748511047877,8,8,8,8
"82","2021-22",1,75093,138453,"Alameda","Dublin Unified","Valley High (Continuation)","TA",37.720977,-121.92164,"28.3",27.0253731343284,"67","64","1810.7","524.3","1286.3",20.8748511047877,8,8,8,8
"83","2021-22",1,75093,6066484,"Alameda","Dublin Unified","Wells Middle","TA",37.712563,-121.9188,"10.9",9.54404646660213,"1033","906","9859.0","6749.0","2947.0",20.8748511047877,8,8,8,8
"84","2021-22",1,61168,6090492,"Alameda","Emery Unified","Anna Yates Elementary","TA",37.836311,-122.28182,"19.7",18.8459915611814,"474","453","8933.0","3840.0","3443.0",18.8413423030866,0,10,10,0
"85","2021-22",1,61168,132746,"Alameda","Emery Unified","Emery Secondary","TA",37.835677,-122.28282,"20.1",19.8731182795699,"186","184","3696.4","982.7","2508.5",18.8413423030866,0,10,10,0
"86","2021-22",1,61176,130062,"Alameda","Fremont Unified","American High","TA",37.563645,-122.01747,"8.7",7.3443137254902,"2550","2142","18728.0","16471.0","2030.0",18.8413423030866,0,10,10,0
"87","2021-22",1,61176,6104723,"Alameda","Fremont Unified","Ardenwood Elementary","TA",37.572796,-122.05205,"8.5",7.54683544303797,"790","699","5962.0","4416.0","1469.0",18.8413423030866,0,10,10,0
"88","2021-22",1,61176,6000558,"Alameda","Fremont Unified","Brier Elementary","TA",37.539776,-121.9847,"10.4",9.65275707898659,"671","625","6477.0","4598.0","1716.0",20.8748511047877,8,8,8,8
"89","2021-22",1,61176,6089320,"Alameda","Fremont Unified","Brookvale Elementary","TA",37.568768,-122.01399,"8.4",7.20540540540541,"555","474","3999.0","3195.0","741.0",18.8413423030866,0,10,10,0
"90","2021-22",1,61176,6000566,"Alameda","Fremont Unified","Cabrillo Elementary","TA",37.550826,-122.02333,"13.1",12.0083798882682,"358","328","4299.0","3208.0","904.0",18.8413423030866,0,10,10,0
"91","2021-22",1,61176,6056873,"Alameda","Fremont Unified","Centerville Junior High","TA",37.555648,-122.0019,"10.1",8.63937823834197,"965","822","8337.0","5856.0","2367.0",18.8413423030866,0,10,10,0
"92","2021-22",1,61176,130534,"Alameda","Fremont Unified","Circle of Independent Learning","TA",37.537962,-121.99206,"11.5",2.67685589519651,"458","107","1226.0","0.0","0.0",20.8748511047877,8,8,8,8
"93","2021-22",1,61176,6000590,"Alameda","Fremont Unified","E. M. Grimmer Elementary","TA",37.519634,-121.951,"11.7",10.8837209302326,"430","401","4680.0","3844.0","819.0",20.8748511047877,8,8,8,8
"94","2021-22",1,61176,6111330,"Alameda","Fremont Unified","Forest Park Elementary","TA",37.561214,-122.05188,"8.6",7.70113753877973,"967","869","7447.0","5567.0","1867.0",18.8413423030866,0,10,10,0
"95","2021-22",1,61176,6106983,"Alameda","Fremont Unified","Fred E. Weibel Elementary","TA",37.507308,-121.92838,"5.8",4.36410698878343,"1159","871","5058.0","3570.0","1474.0",20.8748511047877,8,8,8,8
"96","2021-22",1,61176,6056881,"Alameda","Fremont Unified","G. M. Walters Middle","TA",37.5373,-121.98586,"11.4",10.0061674008811,"1135","994","11357.0","7748.0","3199.0",20.8748511047877,8,8,8,8
"97","2021-22",1,61176,6000624,"Alameda","Fremont Unified","Glenmoor Elementary","TA",37.545703,-122.00487,"9.5",8.59237536656891,"682","617","5860.0","4123.0","1732.0",18.8413423030866,0,10,10,0
"98","2021-22",1,61176,6000640,"Alameda","Fremont Unified","Harvey Green Elementary","TA",37.518135,-121.9581,"10.5",9.32675438596491,"456","406","4253.0","3597.0","648.0",20.8748511047877,8,8,8,8
"99","2021-22",1,61176,134270,"Alameda","Fremont Unified","Irvington High","TA",37.522654,-121.96902,"10.1",8.56972281449893,"2345","1982","20096.0","15449.0","4462.0",20.8748511047877,8,8,8,8
"100","2021-22",1,61176,6000665,"Alameda","Fremont Unified","J. Haley Durham Elementary","TA",37.542078,-121.96689,"11.4",10.5129682997118,"694","638","7296.0","5894.0","1400.0",20.8748511047877,8,8,8,8
"101","2021-22",1,61176,6000673,"Alameda","Fremont Unified","James Leitch Elementary","TA",37.486506,-121.92328,"10.3",9.60162601626016,"738","685","7086.0","5733.0","1353.0",19.5626325061426,0,7,7,0
"102","2021-22",1,61176,6000541,"Alameda","Fremont Unified","John Blacow Elementary","TA",37.527561,-121.97712,"13.1",12.3425196850394,"508","478","6270.0","4591.0","1675.0",20.8748511047877,8,8,8,8
"103","2021-22",1,61176,134452,"Alameda","Fremont Unified","John F. Kennedy High","TA",37.528399,-121.98312,"10.7",9.56058394160584,"1370","1221","13098.0","10209.0","2726.0",20.8748511047877,8,8,8,8
"104","2021-22",1,61176,6000723,"Alameda","Fremont Unified","John G. Mattos Elementary","TA",37.538095,-122.01172,"10.8",10.0308483290488,"389","361","3902.0","3282.0","620.0",18.8413423030866,0,10,10,0
"105","2021-22",1,61176,6066468,"Alameda","Fremont Unified","John Gomes Elementary","TA",37.550361,-121.94761,"8.1",6.93557833089312,"683","582","4737.0","3937.0","796.0",20.8748511047877,8,8,8,8
"106","2021-22",1,61176,6056907,"Alameda","Fremont Unified","John M. Horner Middle","TA",37.529681,-121.96482,"7.8",6.22046746683512,"1583","1258","9847.0","7896.0","1817.0",20.8748511047877,8,8,8,8
"107","2021-22",1,61176,6000681,"Alameda","Fremont Unified","Joseph Azevada Elementary","TA",37.53097,-121.99417,"10.0",1.45481049562682,"686","100","998.0","786.0","212.0",20.8748511047877,8,8,8,8
"108","2021-22",1,61176,6090526,"Alameda","Fremont Unified","Joshua Chadbourne Elementary","TA",37.542168,-121.93996,"8.2",6.7504,"625","515","4219.0","3621.0","597.0",20.8748511047877,8,8,8,8
"109","2021-22",1,61176,6090534,"Alameda","Fremont Unified","Mission San Jose Elementary","TA",37.528296,-121.92137,"8.4",7.17115384615385,"520","445","3729.0","3101.0","627.0",20.8748511047877,8,8,8,8
"110","2021-22",1,61176,135244,"Alameda","Fremont Unified","Mission San Jose High","TA",37.54504,-121.93193,"8.6",7.06653225806452,"1984","1636","14020.0","13327.0","636.0",20.8748511047877,8,8,8,8
"111","2021-22",1,61176,6000749,"Alameda","Fremont Unified","Mission Valley Elementary","TA",37.535791,-121.94741,"7.5",6.369140625,"512","436","3261.0","2438.0","823.0",20.8748511047877,8,8,8,8
"112","2021-22",1,61176,6000756,"Alameda","Fremont Unified","Niles Elementary","TA",37.57705,-121.98446,"9.3",8.51170568561873,"598","546","5090.0","4888.0","202.0",20.8748511047877,8,8,8,8
"113","2021-22",1,61176,6000764,"Alameda","Fremont Unified","O. N. Hirsch Elementary","TA",37.528227,-121.9629,"9.1",7.90274841437632,"473","412","3738.0","2935.0","802.0",20.8748511047877,8,8,8,8
"114","2021-22",1,61176,6090542,"Alameda","Fremont Unified","Oliveira Elementary","TA",37.560394,-122.01771,"9.6",8.5938864628821,"687","616","5904.0","5069.0","803.0",18.8413423030866,0,10,10,0
"115","2021-22",1,61176,6000798,"Alameda","Fremont Unified","Parkmont Elementary","TA",37.560232,-121.98468,"9.1",8.16807610993657,"946","849","7727.0","5876.0","1849.0",20.8748511047877,8,8,8,8
"116","2021-22",1,61176,6000806,"Alameda","Fremont Unified","Patterson Elementary","TA",37.56225,-122.03085,"10.3",9.43939393939394,"726","664","6853.0","5720.0","1095.0",18.8413423030866,0,10,10,0
"117","2021-22",1,61176,130138,"Alameda","Fremont Unified","Robertson High (Continuation)","TA",37.518632,-121.96492,"29.1",28.8470355731225,"253","251","7298.3","2458.5","4737.9",20.8748511047877,8,8,8,8
"118","2021-22",1,61176,6090559,"Alameda","Fremont Unified","Steven Millard Elementary","TA",37.520062,-121.97397,"10.2",9.31499051233397,"527","479","4909.0","3902.0","1005.0",20.8748511047877,8,8,8,8
"119","2021-22",1,61176,6056915,"Alameda","Fremont Unified","Thornton Junior High","TA",37.557124,-122.01454,"8.2",6.72516803584765,"1339","1103","9005.0","6711.0","2139.0",18.8413423030866,0,10,10,0
"120","2021-22",1,61176,6000715,"Alameda","Fremont Unified","Tom Maloney Elementary","TA",37.545405,-121.99843,"10.6",10.0079872204473,"626","592","6265.0","4588.0","1674.0",20.8748511047877,8,8,8,8
"121","2021-22",1,61176,6000830,"Alameda","Fremont Unified","Vallejo Mill Elementary","TA",37.574495,-121.9599,"12.4",11.6472868217054,"516","485","6010.0","5368.0","641.0",20.8748511047877,8,8,8,8
"122","2021-22",1,61176,130435,"Alameda","Fremont Unified","Vista Alternative","TA",37.518632,-121.96492,"43.2",29.4636678200692,"289","197","8515.0","1.0","0.0",20.8748511047877,8,8,8,8
"123","2021-22",1,61176,6000848,"Alameda","Fremont Unified","Warm Springs Elementary","TA",37.482877,-121.92534,"6.7",4.76866223207687,"1353","962","6452.0","4693.0","1759.0",19.5626325061426,0,7,7,0
"124","2021-22",1,61176,6089619,"Alameda","Fremont Unified","Warwick Elementary","TA",37.57651,-122.03048,"8.8",7.51650943396226,"848","721","6374.0","4722.0","1640.0",18.8413423030866,0,10,10,0
"125","2021-22",1,61176,138693,"Alameda","Fremont Unified","Washington High","TA",37.552082,-121.99484,"10.8",9.38569989929507,"1986","1730","18640.0","14101.0","4390.0",20.8748511047877,8,8,8,8
"126","2021-22",1,61176,6056923,"Alameda","Fremont Unified","William Hopkins Junior High","TA",37.54702,-121.94242,"6.4",4.88357588357588,"962","738","4698.0","4192.0","494.0",20.8748511047877,8,8,8,8
"127","2021-22",1,61176,127233,"Alameda","Fremont Unified","Young Adult Program","TA",37.53812,-121.99201,"13.0",11.8181818181818,"33","30","390.0","390.0","0.0",20.8748511047877,8,8,8,8
"128","2021-22",1,61192,6056956,"Alameda","Hayward Unified","Anthony W. Ochoa Middle","TA",37.638836,-122.10968,"21.2",21.1708860759494,"474","474","10035.0","6380.0","2797.0",18.8413423030866,0,10,10,0
"129","2021-22",1,61192,133009,"Alameda","Hayward Unified","Brenkwitz High","TA",37.671956,-122.09895,"45.9",45.8692857142857,"280","280","12843.4","3467.3","7735.1",18.8413423030866,0,10,10,0
"130","2021-22",1,61192,6056931,"Alameda","Hayward Unified","Bret Harte Middle","TA",37.670265,-122.07899,"24.3",24.3008695652174,"575","574","13973.0","7661.0","5053.0",18.8413423030866,0,10,10,0
"131","2021-22",1,61192,6000905,"Alameda","Hayward Unified","Burbank Elementary","TA",37.667925,-122.09427,"22.1",21.9060642092747,"841","834","18423.0","15430.0","2617.0",18.8413423030866,0,10,10,0
"132","2021-22",1,61192,6056949,"Alameda","Hayward Unified","Cesar Chavez Middle","TA",37.63698,-122.06277,"18.3",18.1378091872792,"566","560","10266.0","6910.0","2453.0",18.8413423030866,0,10,10,0
