"","County Name","District Name","School Name"
"5904","Riverside","Palo Verde Unified","District Office"
"5905","Riverside","Perris Elementary","District Office"
"5906","Riverside","Perris Union High","District Office"
"5907","Riverside","Riverside County Office of Education","District Office"
"5908","Riverside","Riverside Unified","District Office"
"5909","Riverside","Romoland Elementary","District Office"
"5910","Riverside","San Jacinto Unified","District Office"
"5911","Riverside","Temecula Valley Unified","District Office"
"5912","Riverside","Val Verde Unified","District Office"
"5913","Riverside","Alvord Unified","Allan Orrenmaa Elementary"
"5914","Riverside","Alvord Unified","Alvord Alternative Continuation High"
"5915","Riverside","Alvord Unified","Alvord Continuation High"
"5916","Riverside","Alvord Unified","Arizona Middle"
"5917","Riverside","Alvord Unified","Arlanza Elementary"
"5918","Riverside","Alvord Unified","Collett Elementary"
"5919","Riverside","Alvord Unified","Foothill Elementary"
"5920","Riverside","Alvord Unified","Gateway"
"5921","Riverside","Alvord Unified","Hillcrest High"
"5922","Riverside","Alvord Unified","La Granada Elementary"
"5923","Riverside","Alvord Unified","La Sierra High"
"5924","Riverside","Alvord Unified","Lake Hills Elementary"
"5925","Riverside","Alvord Unified","Loma Vista Middle"
"5926","Riverside","Alvord Unified","Myra Linn Elementary"
"5927","Riverside","Alvord Unified","Norte Vista High"
"5928","Riverside","Alvord Unified","Phillip M. Stokoe Elementary"
"5929","Riverside","Alvord Unified","Promenade Elementary"
"5930","Riverside","Alvord Unified","Rosemary Kennedy Elementary"
"5931","Riverside","Alvord Unified","S. Christa McAuliffe Elementary"
"5932","Riverside","Alvord Unified","Summit Secondary"
"5933","Riverside","Alvord Unified","Terrace Elementary"
"5934","Riverside","Alvord Unified","Twinhill Elementary"
"5935","Riverside","Alvord Unified","Valley View Elementary"
"5936","Riverside","Alvord Unified","Wells Middle"
"5937","Riverside","Alvord Unified","Ysmael Villegas Middle"
"5938","Riverside","Banning Unified","Banning High"
"5939","Riverside","Banning Unified","Banning Independent Study"
"5940","Riverside","Banning Unified","Cabazon Elementary"
"5941","Riverside","Banning Unified","Central Elementary"
"5942","Riverside","Banning Unified","Florida Street Discovery Center"
"5943","Riverside","Banning Unified","Hemmerling Elementary"
"5944","Riverside","Banning Unified","Hoffer Elementary"
"5945","Riverside","Banning Unified","New Horizon High"
"5946","Riverside","Banning Unified","Nicolet Middle"
"5947","Riverside","Beaumont Unified","21st Century Learning Institute"
"5948","Riverside","Beaumont Unified","Anna Hause Elementary"
"5949","Riverside","Beaumont Unified","Beaumont Senior High"
"5950","Riverside","Beaumont Unified","Brookside Elementary"
"5951","Riverside","Beaumont Unified","Glen View High"
"5952","Riverside","Beaumont Unified","Highland Academy"
"5953","Riverside","Beaumont Unified","Mission Vista Academy"
"5954","Riverside","Beaumont Unified","Mountain View Middle"
"5955","Riverside","Beaumont Unified","Palm Innovation Academy"
"5956","Riverside","Beaumont Unified","San Gorgonio Middle"
"5957","Riverside","Beaumont Unified","Starlight Elementary"
"5958","Riverside","Beaumont Unified","Summerwind Trails"
"5959","Riverside","Beaumont Unified","Sundance Elementary"
"5960","Riverside","Beaumont Unified","Three Rings Ranch Elementary"
"5961","Riverside","Beaumont Unified","Tournament Hills Elementary"
"5962","Riverside","California School for the Deaf-Riverside (State Special Schl)","California School for the Deaf-Riverside"
"5963","Riverside","Coachella Valley Unified","Bobby Duke Middle"
"5964","Riverside","Coachella Valley Unified","Cahuilla Desert Academy Junior High"
"5965","Riverside","Coachella Valley Unified","Cesar Chavez Elementary"
"5966","Riverside","Coachella Valley Unified","Coachella Valley High"
"5967","Riverside","Coachella Valley Unified","Coral Mountain Academy"
"5968","Riverside","Coachella Valley Unified","Desert Mirage High"
"5969","Riverside","Coachella Valley Unified","John Kelley Elementary"
"5970","Riverside","Coachella Valley Unified","La Familia Continuation High"
"5971","Riverside","Coachella Valley Unified","Las Palmitas Elementary"
"5972","Riverside","Coachella Valley Unified","Mecca Elementary"
"5973","Riverside","Coachella Valley Unified","Mountain Vista Elementary"
"5974","Riverside","Coachella Valley Unified","NOVA Academy - Coachella"
"5975","Riverside","Coachella Valley Unified","Oasis Elementary"
"5976","Riverside","Coachella Valley Unified","Palm View Elementary"
"5977","Riverside","Coachella Valley Unified","Peter Pendleton Elementary"
"5978","Riverside","Coachella Valley Unified","Saul Martinez Elementary"
"5979","Riverside","Coachella Valley Unified","Sea View Elementary"
"5980","Riverside","Coachella Valley Unified","Toro Canyon Middle"
"5981","Riverside","Coachella Valley Unified","Valle del Sol Elementary"
"5982","Riverside","Coachella Valley Unified","Valley View Elementary"
"5983","Riverside","Coachella Valley Unified","West Shores High"
"5984","Riverside","Coachella Valley Unified","Westside Elementary"
"5985","Riverside","Corona-Norco Unified","Auburndale Intermediate"
"5986","Riverside","Corona-Norco Unified","Benjamin Franklin Elementary"
"5987","Riverside","Corona-Norco Unified","Centennial High"
"5988","Riverside","Corona-Norco Unified","Cesar Chavez Academy"
"5989","Riverside","Corona-Norco Unified","Citrus Hills Intermediate"
"5990","Riverside","Corona-Norco Unified","Clara Barton Elementary"
"5991","Riverside","Corona-Norco Unified","CNUSD Hybrid School of Innovation"
"5992","Riverside","Corona-Norco Unified","Corona Fundamental Intermediate"
"5993","Riverside","Corona-Norco Unified","Corona High"
"5994","Riverside","Corona-Norco Unified","Corona Ranch Elementary"
"5995","Riverside","Corona-Norco Unified","Corona-Norco Alternative"
"5996","Riverside","Corona-Norco Unified","Coronita Elementary"
"5997","Riverside","Corona-Norco Unified","Dr. Augustine Ramirez Intermediate"
"5998","Riverside","Corona-Norco Unified","Dr. Bernice Jameson Todd Academy"
"5999","Riverside","Corona-Norco Unified","Dwight D. Eisenhower Elementary"
"6000","Riverside","Corona-Norco Unified","Eastvale Elementary"
"6001","Riverside","Corona-Norco Unified","El Cerrito Middle"
"6002","Riverside","Corona-Norco Unified","Eleanor Roosevelt High"
"6003","Riverside","Corona-Norco Unified","Foothill Elementary"
"6004","Riverside","Corona-Norco Unified","Garretson Elementary"
"6005","Riverside","Corona-Norco Unified","George Washington Elementary"
"6006","Riverside","Corona-Norco Unified","Harada Elementary"
"6007","Riverside","Corona-Norco Unified","Highland Elementary"
"6008","Riverside","Corona-Norco Unified","Home Gardens Academy"
"6009","Riverside","Corona-Norco Unified","Jefferson Elementary"
"6010","Riverside","Corona-Norco Unified","John Adams Elementary"
"6011","Riverside","Corona-Norco Unified","John F. Kennedy High"
"6012","Riverside","Corona-Norco Unified","John Stallings Elementary"
"6013","Riverside","Corona-Norco Unified","Lee V. Pollard High"
"6014","Riverside","Corona-Norco Unified","Letha Raney Intermediate"
"6015","Riverside","Corona-Norco Unified","Lincoln Fundamental Elementary"
"6016","Riverside","Corona-Norco Unified","Louis VanderMolen Fundamental Elementary"
"6017","Riverside","Corona-Norco Unified","Norco Elementary"
"6018","Riverside","Corona-Norco Unified","Norco High"
"6019","Riverside","Corona-Norco Unified","Norco Intermediate"
"6020","Riverside","Corona-Norco Unified","Orange Elementary"
"6021","Riverside","Corona-Norco Unified","Orange Grove High"
"6022","Riverside","Corona-Norco Unified","Parkridge Elementary"
"6023","Riverside","Corona-Norco Unified","Philistine Rondo School of Discovery"
"6024","Riverside","Corona-Norco Unified","Prado View Elementary"
"6025","Riverside","Corona-Norco Unified","River Heights Intermediate"
"6026","Riverside","Corona-Norco Unified","Riverview Elementary"
"6027","Riverside","Corona-Norco Unified","Ronald Reagan Elementary"
"6028","Riverside","Corona-Norco Unified","Rosa Parks Elementary"
"6029","Riverside","Corona-Norco Unified","Santiago High"
"6030","Riverside","Corona-Norco Unified","Sierra Vista Elementary"
"6031","Riverside","Corona-Norco Unified","Susan B. Anthony Elementary"
"6032","Riverside","Corona-Norco Unified","Temescal Valley Elementary"
"6033","Riverside","Corona-Norco Unified","Vicentia Elementary"
"6034","Riverside","Corona-Norco Unified","Victress Bower School for Exceptional Students"
"6035","Riverside","Corona-Norco Unified","William McKinley Elementary"
"6036","Riverside","Corona-Norco Unified","Woodrow Wilson Elementary"
"6037","Riverside","Desert Center Unified","Eagle Mountain Elementary"
"6038","Riverside","Desert Sands Unified","Abraham Lincoln Elementary"
"6039","Riverside","Desert Sands Unified","Amelia Earhart Elementary School of International Studies"
"6040","Riverside","Desert Sands Unified","Amistad High (Continuation)"
"6041","Riverside","Desert Sands Unified","Andrew Jackson Elementary"
"6042","Riverside","Desert Sands Unified","Benjamin Franklin Elementary"
"6043","Riverside","Desert Sands Unified","Carrillo Ranch Elementary"
"6044","Riverside","Desert Sands Unified","Colonel Mitchell Paige Middle"
"6045","Riverside","Desert Sands Unified","Desert Ridge Academy"
"6046","Riverside","Desert Sands Unified","Dr. Reynaldo J. Carreon Jr. Academy"
"6047","Riverside","Desert Sands Unified","George Washington Charter"
"6048","Riverside","Desert Sands Unified","Gerald R. Ford Elementary"
"6049","Riverside","Desert Sands Unified","Harry S. Truman Elementary"
"6050","Riverside","Desert Sands Unified","Herbert Hoover Elementary"
"6051","Riverside","Desert Sands Unified","Horizon"
"6052","Riverside","Desert Sands Unified","Indio High"
"6053","Riverside","Desert Sands Unified","Indio Middle"
"6054","Riverside","Desert Sands Unified","James Earl Carter Elementary"
"6055","Riverside","Desert Sands Unified","James Madison Elementary"
"6056","Riverside","Desert Sands Unified","James Monroe Elementary"
"6057","Riverside","Desert Sands Unified","John F. Kennedy Elementary"
"6058","Riverside","Desert Sands Unified","John Glenn Middle School of International Studies"
"6059","Riverside","Desert Sands Unified","La Quinta High"
"6060","Riverside","Desert Sands Unified","La Quinta Middle"
"6061","Riverside","Desert Sands Unified","Lyndon B. Johnson Elementary"
"6062","Riverside","Desert Sands Unified","Martin Van Buren Elementary"
"6063","Riverside","Desert Sands Unified","Palm Desert Charter Middle"
"6064","Riverside","Desert Sands Unified","Palm Desert High"
"6065","Riverside","Desert Sands Unified","Richard R. Oliphant Elementary"
"6066","Riverside","Desert Sands Unified","Ronald Reagan Elementary"
"6067","Riverside","Desert Sands Unified","Shadow Hills High"
"6068","Riverside","Desert Sands Unified","Summit High (Continuation)"
"6069","Riverside","Desert Sands Unified","Theodore Roosevelt Elementary"
"6070","Riverside","Desert Sands Unified","Thomas Jefferson Middle"
"6071","Riverside","Hemet Unified","Acacia Middle"
"6072","Riverside","Hemet Unified","Academy of Innovation"
"6073","Riverside","Hemet Unified","Academy of Innovation K-8"
"6074","Riverside","Hemet Unified","Alessandro High"
"6075","Riverside","Hemet Unified","Bautista Creek Elementary"
"6076","Riverside","Hemet Unified","Cawston Elementary"
"6077","Riverside","Hemet Unified","Cottonwood Elementary"
"6078","Riverside","Hemet Unified","Dartmouth Middle"
"6079","Riverside","Hemet Unified","Diamond Valley Middle"
"6080","Riverside","Hemet Unified","Fruitvale Elementary"
"6081","Riverside","Hemet Unified","Hamilton Elementary"
"6082","Riverside","Hemet Unified","Hamilton High"
"6083","Riverside","Hemet Unified","Harmony Elementary"
"6084","Riverside","Hemet Unified","Hemet Elementary"
"6085","Riverside","Hemet Unified","Hemet High"
"6086","Riverside","Hemet Unified","Idyllwild Elementary"
"6087","Riverside","Hemet Unified","Jacob Wiens Elementary"
"6088","Riverside","Hemet Unified","Little Lake Elementary"
"6089","Riverside","Hemet Unified","McSweeny Elementary"
"6090","Riverside","Hemet Unified","Ramona Elementary"
"6091","Riverside","Hemet Unified","Rancho Viejo Middle"
"6092","Riverside","Hemet Unified","Tahquitz High"
"6093","Riverside","Hemet Unified","Valle Vista Elementary"
"6094","Riverside","Hemet Unified","West Valley High"
"6095","Riverside","Hemet Unified","Western Center Academy"
"6096","Riverside","Hemet Unified","Whittier Elementary"
"6097","Riverside","Hemet Unified","Winchester Elementary"
"6098","Riverside","Jurupa Unified","Camino Real Elementary"
"6099","Riverside","Jurupa Unified","Del Sol Academy"
"6100","Riverside","Jurupa Unified","Glen Avon Elementary"
"6101","Riverside","Jurupa Unified","Granite Hill Elementary"
"6102","Riverside","Jurupa Unified","Ina Arbuckle Elementary"
"6103","Riverside","Jurupa Unified","Indian Hills Elementary"
"6104","Riverside","Jurupa Unified","Jurupa Middle"
"6105","Riverside","Jurupa Unified","Jurupa Valley High"
"6106","Riverside","Jurupa Unified","Mira Loma Middle"
"6107","Riverside","Jurupa Unified","Mission Bell Elementary"
"6108","Riverside","Jurupa Unified","Mission Middle"
"6109","Riverside","Jurupa Unified","Nueva Vista Continuation High"
"6110","Riverside","Jurupa Unified","Pacific Avenue Academy of Music"
"6111","Riverside","Jurupa Unified","Patriot High"
"6112","Riverside","Jurupa Unified","Pedley Elementary"
"6113","Riverside","Jurupa Unified","Peralta Elementary"
"6114","Riverside","Jurupa Unified","Rubidoux High"
"6115","Riverside","Jurupa Unified","Rustic Lane Elementary"
"6116","Riverside","Jurupa Unified","Sky Country Elementary"
"6117","Riverside","Jurupa Unified","Stone Avenue Elementary"
"6118","Riverside","Jurupa Unified","Sunnyslope Elementary"
"6119","Riverside","Jurupa Unified","Troth Street Elementary"
"6120","Riverside","Jurupa Unified","Van Buren Elementary"
"6121","Riverside","Jurupa Unified","West Riverside Elementary"
"6122","Riverside","Lake Elsinore Unified","Alberhill Elementary"
"6123","Riverside","Lake Elsinore Unified","Canyon Lake Middle"
"6124","Riverside","Lake Elsinore Unified","Cottonwood Canyon Elementary"
"6125","Riverside","Lake Elsinore Unified","David A. Brown Middle"
"6126","Riverside","Lake Elsinore Unified","Donald Graham Elementary"
"6127","Riverside","Lake Elsinore Unified","Earl Warren Elementary"
"6128","Riverside","Lake Elsinore Unified","Elsinore Elementary"
"6129","Riverside","Lake Elsinore Unified","Elsinore High"
"6130","Riverside","Lake Elsinore Unified","Elsinore Middle"
"6131","Riverside","Lake Elsinore Unified","Keith McCarthy Academy"
"6132","Riverside","Lake Elsinore Unified","Lakeland Village"
"6133","Riverside","Lake Elsinore Unified","Lakeside High"
"6134","Riverside","Lake Elsinore Unified","Luiseno"
